0.000000	0.316228
0.000316	0.316228
0.000632	0.316227
0.000949	0.316226
0.001265	0.316224
0.001581	0.316221
0.001897	0.316218
0.002214	0.316214
0.002530	0.316210
0.002846	0.316205
0.003162	0.316199
0.003478	0.316193
0.003795	0.316186
0.004111	0.316179
0.004427	0.316170
0.004743	0.316161
0.005059	0.316152
0.005375	0.316142
0.005692	0.316131
0.006008	0.316120
0.006324	0.316108
0.006640	0.316095
0.006956	0.316082
0.007272	0.316068
0.007588	0.316054
0.007904	0.316039
0.008220	0.316023
0.008536	0.316006
0.008852	0.315989
0.009168	0.315972
0.009484	0.315954
0.009800	0.315935
0.010116	0.315915
0.010432	0.315895
0.010748	0.315874
0.011064	0.315853
0.011379	0.315831
0.011695	0.315808
0.012011	0.315785
0.012327	0.315761
0.012643	0.315737
0.012958	0.315712
0.013274	0.315686
0.013590	0.315659
0.013905	0.315632
0.014221	0.315605
0.014537	0.315577
0.014852	0.315548
0.015168	0.315518
0.015483	0.315488
0.015799	0.315457
0.016114	0.315426
0.016430	0.315394
0.016745	0.315362
0.017060	0.315328
0.017376	0.315294
0.017691	0.315260
0.018006	0.315225
0.018321	0.315189
0.018636	0.315153
0.018952	0.315116
0.019267	0.315079
0.019582	0.315040
0.019897	0.315002
0.020212	0.314962
0.020527	0.314922
0.020842	0.314882
0.021156	0.314840
0.021471	0.314798
0.021786	0.314756
0.022101	0.314713
0.022415	0.314669
0.022730	0.314625
0.023045	0.314580
0.023359	0.314534
0.023674	0.314488
0.023988	0.314441
0.024303	0.314394
0.024617	0.314346
0.024931	0.314297
0.025246	0.314248
0.025560	0.314198
0.025874	0.314148
0.026188	0.314097
0.026502	0.314045
0.026816	0.313993
0.027130	0.313940
0.027444	0.313887
0.027758	0.313832
0.028072	0.313778
0.028386	0.313722
0.028699	0.313666
0.029013	0.313610
0.029326	0.313553
0.029640	0.313495
0.029953	0.313437
0.030267	0.313378
0.030580	0.313318
0.030893	0.313258
0.031207	0.313197
0.031520	0.313136
0.031833	0.313074
0.032146	0.313011
0.032459	0.312948
0.032772	0.312884
0.033085	0.312819
0.033398	0.312754
0.033710	0.312689
0.034023	0.312623
0.034336	0.312556
0.034648	0.312488
0.034960	0.312420
0.035273	0.312352
0.035585	0.312282
0.035897	0.312212
0.036210	0.312142
0.036522	0.312071
0.036834	0.311999
0.037146	0.311927
0.037458	0.311854
0.037769	0.311781
0.038081	0.311707
0.038393	0.311632
0.038704	0.311557
0.039016	0.311481
0.039327	0.311404
0.039639	0.311327
0.039950	0.311250
0.040261	0.311171
0.040572	0.311093
0.040883	0.311013
0.041194	0.310933
0.041505	0.310853
0.041816	0.310771
0.042127	0.310690
0.042438	0.310607
0.042748	0.310524
0.043059	0.310441
0.043369	0.310356
0.043679	0.310272
0.043990	0.310186
0.044300	0.310100
0.044610	0.310014
0.044920	0.309927
0.045230	0.309839
0.045539	0.309751
0.045849	0.309662
0.046159	0.309572
0.046468	0.309482
0.046778	0.309391
0.047087	0.309300
0.047396	0.309208
0.047705	0.309116
0.048014	0.309023
0.048323	0.308929
0.048632	0.308835
0.048941	0.308740
0.049250	0.308645
0.049558	0.308549
0.049867	0.308452
0.050175	0.308355
0.050484	0.308257
0.050792	0.308159
0.051100	0.308060
0.051408	0.307961
0.051716	0.307861
0.052024	0.307760
0.052331	0.307659
0.052639	0.307557
0.052946	0.307455
0.053254	0.307352
0.053561	0.307248
0.053868	0.307144
0.054175	0.307040
0.054482	0.306934
0.054789	0.306829
0.055096	0.306722
0.055403	0.306615
0.055709	0.306508
0.056016	0.306399
0.056322	0.306291
0.056628	0.306181
0.056935	0.306072
0.057241	0.305961
0.057546	0.305850
0.057852	0.305738
0.058158	0.305626
0.058463	0.305514
0.058769	0.305400
0.059074	0.305286
0.059380	0.305172
0.059685	0.305057
0.059990	0.304941
0.060295	0.304825
0.060599	0.304708
0.060904	0.304591
0.061208	0.304473
0.061513	0.304355
0.061817	0.304236
0.062121	0.304116
0.062425	0.303996
0.062729	0.303875
0.063033	0.303754
0.063337	0.303632
0.063640	0.303510
0.063944	0.303387
0.064247	0.303263
0.064550	0.303139
0.064853	0.303015
0.065156	0.302889
0.065459	0.302764
0.065762	0.302637
0.066065	0.302510
0.066367	0.302383
0.066669	0.302255
0.066971	0.302126
0.067274	0.301997
0.067575	0.301867
0.067877	0.301737
0.068179	0.301606
0.068480	0.301475
0.068782	0.301343
0.069083	0.301210
0.069384	0.301077
0.069685	0.300944
0.069986	0.300809
0.070287	0.300675
0.070588	0.300539
0.070888	0.300404
0.071188	0.300267
0.071489	0.300130
0.071789	0.299993
0.072089	0.299855
0.072388	0.299716
0.072688	0.299577
0.072987	0.299437
0.073287	0.299297
0.073586	0.299156
0.073885	0.299015
0.074184	0.298873
0.074483	0.298730
0.074782	0.298587
0.075080	0.298444
0.075378	0.298300
0.075677	0.298155
