0.100000 	 -1000.000000 	 1000.000000 
0.200000 	 -1000.000000 	 1000.000000 
0.300000 	 -998.000000 	 998.000000 
0.400000 	 -986.000000 	 986.000000 
0.500000 	 -965.000000 	 965.000000 
0.600000 	 -932.000000 	 932.000000 
0.700000 	 -890.000000 	 890.000000 
0.800000 	 -847.000000 	 847.000000 
0.900000 	 -801.000000 	 801.000000 
1.000000 	 -764.000000 	 764.000000 
1.100000 	 -720.000000 	 720.000000 
1.200000 	 -681.000000 	 681.000000 
1.300000 	 -648.000000 	 648.000000 
1.400000 	 -614.000000 	 614.000000 
1.500000 	 -580.000000 	 580.000000 
1.600000 	 -556.000000 	 556.000000 
1.700000 	 -528.000000 	 528.000000 
1.800000 	 -505.000000 	 505.000000 
1.900000 	 -477.000000 	 477.000000 
2.000000 	 -467.000000 	 467.000000 
2.100000 	 -445.000000 	 445.000000 
2.200000 	 -430.000000 	 430.000000 
2.300000 	 -404.000000 	 404.000000 
2.400000 	 -393.000000 	 393.000000 
2.500000 	 -385.000000 	 385.000000 
2.600000 	 -368.000000 	 368.000000 
2.700000 	 -354.000000 	 354.000000 
2.800000 	 -349.000000 	 349.000000 
2.900000 	 -331.000000 	 331.000000 
3.000000 	 -322.000000 	 322.000000 
3.100000 	 -315.000000 	 315.000000 
3.200000 	 -304.000000 	 304.000000 
3.300000 	 -296.000000 	 296.000000 
3.400000 	 -289.000000 	 289.000000 
3.500000 	 -283.000000 	 283.000000 
3.600000 	 -269.000000 	 269.000000 
3.700000 	 -265.000000 	 265.000000 
3.800000 	 -262.000000 	 262.000000 
3.900000 	 -251.000000 	 251.000000 
4.000000 	 -244.000000 	 244.000000 
4.100000 	 -239.000000 	 239.000000 
4.200000 	 -234.000000 	 234.000000 
4.300000 	 -224.000000 	 224.000000 
4.400000 	 -229.000000 	 229.000000 
4.500000 	 -219.000000 	 219.000000 
4.600000 	 -214.000000 	 214.000000 
4.700000 	 -213.000000 	 213.000000 
4.800000 	 -203.000000 	 203.000000 
4.900000 	 -204.000000 	 204.000000 
5.000000 	 -196.000000 	 196.000000 
5.100000 	 -189.000000 	 189.000000 
5.200000 	 -192.000000 	 192.000000 
5.300000 	 -187.000000 	 187.000000 
5.400000 	 -187.000000 	 187.000000 
5.500000 	 -178.000000 	 178.000000 
5.600000 	 -179.000000 	 179.000000 
5.700000 	 -176.000000 	 176.000000 
5.800000 	 -177.000000 	 177.000000 
5.900000 	 -167.000000 	 167.000000 
6.000000 	 -168.000000 	 168.000000 
6.100000 	 -164.000000 	 164.000000 
6.200000 	 -158.000000 	 158.000000 
6.300000 	 -153.000000 	 153.000000 
6.400000 	 -151.000000 	 151.000000 
6.500000 	 -149.000000 	 149.000000 
6.600000 	 -161.000000 	 161.000000 
6.700000 	 -156.000000 	 156.000000 
6.800000 	 -141.000000 	 141.000000 
6.900000 	 -143.000000 	 143.000000 
7.000000 	 -144.000000 	 144.000000 
7.100000 	 -138.000000 	 138.000000 
7.200000 	 -138.000000 	 138.000000 
7.300000 	 -131.000000 	 131.000000 
7.400000 	 -134.000000 	 134.000000 
7.500000 	 -136.000000 	 136.000000 
7.600000 	 -129.000000 	 129.000000 
7.700000 	 -127.000000 	 127.000000 
7.800000 	 -131.000000 	 131.000000 
7.900000 	 -134.000000 	 134.000000 
8.000000 	 -121.000000 	 121.000000 
8.100000 	 -123.000000 	 123.000000 
8.200000 	 -118.000000 	 118.000000 
8.300000 	 -117.000000 	 117.000000 
8.400000 	 -123.000000 	 123.000000 
8.500000 	 -124.000000 	 124.000000 
8.600000 	 -118.000000 	 118.000000 
8.700000 	 -111.000000 	 111.000000 
8.800000 	 -113.000000 	 113.000000 
8.900000 	 -111.000000 	 111.000000 
9.000000 	 -107.000000 	 107.000000 
9.100000 	 -113.000000 	 113.000000 
9.200000 	 -108.000000 	 108.000000 
9.300000 	 -107.000000 	 107.000000 
9.400000 	 -102.000000 	 102.000000 
9.500000 	 -106.000000 	 106.000000 
9.600000 	 -104.000000 	 104.000000 
9.700000 	 -99.000000 	 99.000000 
9.800000 	 -108.000000 	 108.000000 
9.900000 	 -104.000000 	 104.000000 
