#   x       y(x)            y(x)^2       classical p(x)      V
 -2.356  4.68150535e-02  2.19164924e-03  0.00000000e+00    2.775368
 -2.355  4.69254563e-02  2.20199845e-03  0.00000000e+00    2.773013
 -2.354  4.70360725e-02  2.21239212e-03  0.00000000e+00    2.770658
 -2.353  4.71469023e-02  2.22283039e-03  0.00000000e+00    2.768305
 -2.352  4.72579459e-02  2.23331345e-03  0.00000000e+00    2.765952
 -2.351  4.73692037e-02  2.24384146e-03  0.00000000e+00    2.763600
 -2.350  4.74806760e-02  2.25441459e-03  0.00000000e+00    2.761250
 -2.349  4.75923630e-02  2.26503302e-03  0.00000000e+00    2.758901
 -2.348  4.77042650e-02  2.27569690e-03  0.00000000e+00    2.756552
 -2.347  4.78163823e-02  2.28640642e-03  0.00000000e+00    2.754204
 -2.346  4.79287152e-02  2.29716174e-03  0.00000000e+00    2.751858
 -2.345  4.80412640e-02  2.30796304e-03  0.00000000e+00    2.749513
 -2.344  4.81540288e-02  2.31881049e-03  0.00000000e+00    2.747168
 -2.343  4.82670101e-02  2.32970427e-03  0.00000000e+00    2.744825
 -2.342  4.83802081e-02  2.34064454e-03  0.00000000e+00    2.742482
 -2.341  4.84936231e-02  2.35163148e-03  0.00000000e+00    2.740141
 -2.340  4.86072554e-02  2.36266528e-03  0.00000000e+00    2.737800
 -2.339  4.87211052e-02  2.37374609e-03  0.00000000e+00    2.735460
 -2.338  4.88351728e-02  2.38487410e-03  0.00000000e+00    2.733122
 -2.337  4.89494585e-02  2.39604949e-03  0.00000000e+00    2.730785
 -2.336  4.90639627e-02  2.40727243e-03  0.00000000e+00    2.728448
 -2.335  4.91786855e-02  2.41854310e-03  0.00000000e+00    2.726112
 -2.334  4.92936272e-02  2.42986169e-03  0.00000000e+00    2.723778
 -2.333  4.94087882e-02  2.44122835e-03  0.00000000e+00    2.721445
 -2.332  4.95241687e-02  2.45264329e-03  0.00000000e+00    2.719112
 -2.331  4.96397690e-02  2.46410667e-03  0.00000000e+00    2.716781
 -2.330  4.97555894e-02  2.47561868e-03  0.00000000e+00    2.714450
 -2.329  4.98716302e-02  2.48717950e-03  0.00000000e+00    2.712121
 -2.328  4.99878916e-02  2.49878930e-03  0.00000000e+00    2.709792
 -2.327  5.01043739e-02  2.51044828e-03  0.00000000e+00    2.707464
 -2.326  5.02210774e-02  2.52215662e-03  0.00000000e+00    2.705138
 -2.325  5.03380024e-02  2.53391449e-03  0.00000000e+00    2.702813
 -2.324  5.04551492e-02  2.54572208e-03  0.00000000e+00    2.700488
 -2.323  5.05725181e-02  2.55757958e-03  0.00000000e+00    2.698164
 -2.322  5.06901092e-02  2.56948717e-03  0.00000000e+00    2.695842
 -2.321  5.08079230e-02  2.58144504e-03  0.00000000e+00    2.693521
 -2.320  5.09259597e-02  2.59345337e-03  0.00000000e+00    2.691200
 -2.319  5.10442196e-02  2.60551235e-03  0.00000000e+00    2.688880
 -2.318  5.11627029e-02  2.61762217e-03  0.00000000e+00    2.686562
 -2.317  5.12814100e-02  2.62978301e-03  0.00000000e+00    2.684245
 -2.316  5.14003410e-02  2.64199506e-03  0.00000000e+00    2.681928
 -2.315  5.15194964e-02  2.65425851e-03  0.00000000e+00    2.679612
 -2.314  5.16388764e-02  2.66657356e-03  0.00000000e+00    2.677298
 -2.313  5.17584812e-02  2.67894038e-03  0.00000000e+00    2.674985
 -2.312  5.18783112e-02  2.69135918e-03  0.00000000e+00    2.672672
 -2.311  5.19983666e-02  2.70383013e-03  0.00000000e+00    2.670360
 -2.310  5.21186478e-02  2.71635345e-03  0.00000000e+00    2.668050
 -2.309  5.22391549e-02  2.72892930e-03  0.00000000e+00    2.665741
 -2.308  5.23598883e-02  2.74155790e-03  0.00000000e+00    2.663432
 -2.307  5.24808482e-02  2.75423943e-03  0.00000000e+00    2.661124
 -2.306  5.26020350e-02  2.76697409e-03  0.00000000e+00    2.658818
 -2.305  5.27234489e-02  2.77976207e-03  0.00000000e+00    2.656513
 -2.304  5.28450902e-02  2.79260356e-03  0.00000000e+00    2.654208
 -2.303  5.29669592e-02  2.80549877e-03  0.00000000e+00    2.651904
 -2.302  5.30890561e-02  2.81844788e-03  0.00000000e+00    2.649602
 -2.301  5.32113813e-02  2.83145110e-03  0.00000000e+00    2.647301
 -2.300  5.33339350e-02  2.84450862e-03  0.00000000e+00    2.645000
 -2.299  5.34567175e-02  2.85762064e-03  0.00000000e+00    2.642700
 -2.298  5.35797291e-02  2.87078737e-03  0.00000000e+00    2.640402
 -2.297  5.37029700e-02  2.88400899e-03  0.00000000e+00    2.638105
 -2.296  5.38264406e-02  2.89728571e-03  0.00000000e+00    2.635808
 -2.295  5.39501411e-02  2.91061773e-03  0.00000000e+00    2.633512
 -2.294  5.40740718e-02  2.92400525e-03  0.00000000e+00    2.631218
 -2.293  5.41982331e-02  2.93744847e-03  0.00000000e+00    2.628925
 -2.292  5.43226250e-02  2.95094759e-03  0.00000000e+00    2.626632
 -2.291  5.44472481e-02  2.96450282e-03  0.00000000e+00    2.624340
 -2.290  5.45721024e-02  2.97811436e-03  0.00000000e+00    2.622050
 -2.289  5.46971884e-02  2.99178242e-03  0.00000000e+00    2.619761
 -2.288  5.48225062e-02  3.00550719e-03  0.00000000e+00    2.617472
 -2.287  5.49480563e-02  3.01928889e-03  0.00000000e+00    2.615184
 -2.286  5.50738387e-02  3.03312771e-03  0.00000000e+00    2.612898
 -2.285  5.51998540e-02  3.04702388e-03  0.00000000e+00    2.610613
 -2.284  5.53261022e-02  3.06097758e-03  0.00000000e+00    2.608328
 -2.283  5.54525837e-02  3.07498904e-03  0.00000000e+00    2.606044
 -2.282  5.55792988e-02  3.08905845e-03  0.00000000e+00    2.603762
 -2.281  5.57062477e-02  3.10318603e-03  0.00000000e+00    2.601481
 -2.280  5.58334308e-02  3.11737199e-03  0.00000000e+00    2.599200
 -2.279  5.59608482e-02  3.13161653e-03  0.00000000e+00    2.596920
 -2.278  5.60885004e-02  3.14591988e-03  0.00000000e+00    2.594642
 -2.277  5.62163875e-02  3.16028223e-03  0.00000000e+00    2.592365
 -2.276  5.63445099e-02  3.17470380e-03  0.00000000e+00    2.590088
 -2.275  5.64728678e-02  3.18918480e-03  0.00000000e+00    2.587812
 -2.274  5.66014616e-02  3.20372545e-03  0.00000000e+00    2.585538
 -2.273  5.67302914e-02  3.21832596e-03  0.00000000e+00    2.583265
 -2.272  5.68593576e-02  3.23298654e-03  0.00000000e+00    2.580992
 -2.271  5.69886604e-02  3.24770741e-03  0.00000000e+00    2.578720
 -2.270  5.71182001e-02  3.26248879e-03  0.00000000e+00    2.576450
 -2.269  5.72479771e-02  3.27733088e-03  0.00000000e+00    2.574181
 -2.268  5.73779916e-02  3.29223392e-03  0.00000000e+00    2.571912
 -2.267  5.75082438e-02  3.30719810e-03  0.00000000e+00    2.569644
 -2.266  5.76387340e-02  3.32222366e-03  0.00000000e+00    2.567378
 -2.265  5.77694626e-02  3.33731081e-03  0.00000000e+00    2.565113
 -2.264  5.79004298e-02  3.35245977e-03  0.00000000e+00    2.562848
 -2.263  5.80316358e-02  3.36767076e-03  0.00000000e+00    2.560584
 -2.262  5.81630811e-02  3.38294400e-03  0.00000000e+00    2.558322
 -2.261  5.82947657e-02  3.39827971e-03  0.00000000e+00    2.556061
 -2.260  5.84266901e-02  3.41367811e-03  0.00000000e+00    2.553800
 -2.259  5.85588545e-02  3.42913943e-03  0.00000000e+00    2.551540
 -2.258  5.86912591e-02  3.44466389e-03  0.00000000e+00    2.549282
 -2.257  5.88239043e-02  3.46025171e-03  0.00000000e+00    2.547025
 -2.256  5.89567903e-02  3.47590312e-03  0.00000000e+00    2.544768
 -2.255  5.90899174e-02  3.49161834e-03  0.00000000e+00    2.542512
 -2.254  5.92232859e-02  3.50739759e-03  0.00000000e+00    2.540258
 -2.253  5.93568961e-02  3.52324111e-03  0.00000000e+00    2.538005
 -2.252  5.94907482e-02  3.53914912e-03  0.00000000e+00    2.535752
 -2.251  5.96248425e-02  3.55512184e-03  0.00000000e+00    2.533500
 -2.250  5.97591793e-02  3.57115951e-03  0.00000000e+00    2.531250
 -2.249  5.98937589e-02  3.58726235e-03  0.00000000e+00    2.529001
 -2.248  6.00285815e-02  3.60343060e-03  0.00000000e+00    2.526752
 -2.247  6.01636475e-02  3.61966448e-03  0.00000000e+00    2.524504
 -2.246  6.02989570e-02  3.63596422e-03  0.00000000e+00    2.522258
 -2.245  6.04345105e-02  3.65233006e-03  0.00000000e+00    2.520013
 -2.244  6.05703081e-02  3.66876222e-03  0.00000000e+00    2.517768
 -2.243  6.07063501e-02  3.68526095e-03  0.00000000e+00    2.515524
 -2.242  6.08426369e-02  3.70182646e-03  0.00000000e+00    2.513282
 -2.241  6.09791686e-02  3.71845900e-03  0.00000000e+00    2.511041
 -2.240  6.11159456e-02  3.73515881e-03  0.00000000e+00    2.508800
 -2.239  6.12529681e-02  3.75192610e-03  0.00000000e+00    2.506560
 -2.238  6.13902365e-02  3.76876113e-03  0.00000000e+00    2.504322
 -2.237  6.15277509e-02  3.78566413e-03  0.00000000e+00    2.502085
 -2.236  6.16655117e-02  3.80263534e-03  0.00000000e+00    2.499848
 -2.235  6.18035192e-02  3.81967498e-03  0.00000000e+00    2.497612
 -2.234  6.19417736e-02  3.83678331e-03  0.00000000e+00    2.495378
 -2.233  6.20802751e-02  3.85396056e-03  0.00000000e+00    2.493145
 -2.232  6.22190242e-02  3.87120697e-03  0.00000000e+00    2.490912
 -2.231  6.23580209e-02  3.88852277e-03  0.00000000e+00    2.488680
 -2.230  6.24972657e-02  3.90590822e-03  0.00000000e+00    2.486450
 -2.229  6.26367588e-02  3.92336356e-03  0.00000000e+00    2.484221
 -2.228  6.27765005e-02  3.94088901e-03  0.00000000e+00    2.481992
 -2.227  6.29164910e-02  3.95848484e-03  0.00000000e+00    2.479764
 -2.226  6.30567306e-02  3.97615128e-03  0.00000000e+00    2.477538
 -2.225  6.31972197e-02  3.99388857e-03  0.00000000e+00    2.475313
 -2.224  6.33379584e-02  4.01169697e-03  0.00000000e+00    2.473088
 -2.223  6.34789470e-02  4.02957671e-03  0.00000000e+00    2.470864
 -2.222  6.36201858e-02  4.04752805e-03  0.00000000e+00    2.468642
 -2.221  6.37616752e-02  4.06555122e-03  0.00000000e+00    2.466421
 -2.220  6.39034153e-02  4.08364649e-03  0.00000000e+00    2.464200
 -2.219  6.40454064e-02  4.10181409e-03  0.00000000e+00    2.461980
 -2.218  6.41876489e-02  4.12005427e-03  0.00000000e+00    2.459762
 -2.217  6.43301429e-02  4.13836729e-03  0.00000000e+00    2.457545
 -2.216  6.44728888e-02  4.15675340e-03  0.00000000e+00    2.455328
 -2.215  6.46158869e-02  4.17521284e-03  0.00000000e+00    2.453112
 -2.214  6.47591373e-02  4.19374587e-03  0.00000000e+00    2.450898
 -2.213  6.49026404e-02  4.21235274e-03  0.00000000e+00    2.448685
 -2.212  6.50463965e-02  4.23103370e-03  0.00000000e+00    2.446472
 -2.211  6.51904058e-02  4.24978901e-03  0.00000000e+00    2.444260
 -2.210  6.53346686e-02  4.26861892e-03  0.00000000e+00    2.442050
 -2.209  6.54791851e-02  4.28752368e-03  0.00000000e+00    2.439841
 -2.208  6.56239557e-02  4.30650356e-03  0.00000000e+00    2.437632
 -2.207  6.57689806e-02  4.32555881e-03  0.00000000e+00    2.435424
 -2.206  6.59142601e-02  4.34468968e-03  0.00000000e+00    2.433218
 -2.205  6.60597944e-02  4.36389644e-03  0.00000000e+00    2.431013
 -2.204  6.62055838e-02  4.38317933e-03  0.00000000e+00    2.428808
 -2.203  6.63516287e-02  4.40253863e-03  0.00000000e+00    2.426604
 -2.202  6.64979292e-02  4.42197459e-03  0.00000000e+00    2.424402
 -2.201  6.66444857e-02  4.44148747e-03  0.00000000e+00    2.422201
 -2.200  6.67912983e-02  4.46107753e-03  0.00000000e+00    2.420000
 -2.199  6.69383675e-02  4.48074504e-03  0.00000000e+00    2.417800
 -2.198  6.70856934e-02  4.50049025e-03  0.00000000e+00    2.415602
 -2.197  6.72332763e-02  4.52031344e-03  0.00000000e+00    2.413404
 -2.196  6.73811165e-02  4.54021486e-03  0.00000000e+00    2.411208
 -2.195  6.75292142e-02  4.56019477e-03  0.00000000e+00    2.409012
 -2.194  6.76775698e-02  4.58025345e-03  0.00000000e+00    2.406818
 -2.193  6.78261835e-02  4.60039117e-03  0.00000000e+00    2.404625
 -2.192  6.79750555e-02  4.62060817e-03  0.00000000e+00    2.402432
 -2.191  6.81241862e-02  4.64090475e-03  0.00000000e+00    2.400240
 -2.190  6.82735758e-02  4.66128115e-03  0.00000000e+00    2.398050
 -2.189  6.84232246e-02  4.68173766e-03  0.00000000e+00    2.395860
 -2.188  6.85731328e-02  4.70227454e-03  0.00000000e+00    2.393672
 -2.187  6.87233007e-02  4.72289206e-03  0.00000000e+00    2.391484
 -2.186  6.88737286e-02  4.74359049e-03  0.00000000e+00    2.389298
 -2.185  6.90244167e-02  4.76437010e-03  0.00000000e+00    2.387113
 -2.184  6.91753654e-02  4.78523117e-03  0.00000000e+00    2.384928
 -2.183  6.93265748e-02  4.80617397e-03  0.00000000e+00    2.382744
 -2.182  6.94780453e-02  4.82719878e-03  0.00000000e+00    2.380562
 -2.181  6.96297771e-02  4.84830586e-03  0.00000000e+00    2.378381
 -2.180  6.97817705e-02  4.86949549e-03  0.00000000e+00    2.376200
 -2.179  6.99340257e-02  4.89076795e-03  0.00000000e+00    2.374020
 -2.178  7.00865430e-02  4.91212351e-03  0.00000000e+00    2.371842
 -2.177  7.02393228e-02  4.93356246e-03  0.00000000e+00    2.369665
 -2.176  7.03923651e-02  4.95508507e-03  0.00000000e+00    2.367488
 -2.175  7.05456704e-02  4.97669162e-03  0.00000000e+00    2.365313
 -2.174  7.06992389e-02  4.99838238e-03  0.00000000e+00    2.363138
 -2.173  7.08530708e-02  5.02015764e-03  0.00000000e+00    2.360965
 -2.172  7.10071664e-02  5.04201768e-03  0.00000000e+00    2.358792
 -2.171  7.11615260e-02  5.06396279e-03  0.00000000e+00    2.356621
 -2.170  7.13161499e-02  5.08599323e-03  0.00000000e+00    2.354450
 -2.169  7.14710382e-02  5.10810930e-03  0.00000000e+00    2.352280
 -2.168  7.16261913e-02  5.13031128e-03  0.00000000e+00    2.350112
 -2.167  7.17816095e-02  5.15259946e-03  0.00000000e+00    2.347945
 -2.166  7.19372929e-02  5.17497411e-03  0.00000000e+00    2.345778
 -2.165  7.20932419e-02  5.19743553e-03  0.00000000e+00    2.343612
 -2.164  7.22494567e-02  5.21998400e-03  0.00000000e+00    2.341448
 -2.163  7.24059376e-02  5.24261980e-03  0.00000000e+00    2.339285
 -2.162  7.25626849e-02  5.26534324e-03  0.00000000e+00    2.337122
 -2.161  7.27196988e-02  5.28815459e-03  0.00000000e+00    2.334961
 -2.160  7.28769795e-02  5.31105414e-03  0.00000000e+00    2.332800
 -2.159  7.30345274e-02  5.33404219e-03  0.00000000e+00    2.330641
 -2.158  7.31923427e-02  5.35711903e-03  0.00000000e+00    2.328482
 -2.157  7.33504256e-02  5.38028494e-03  0.00000000e+00    2.326325
 -2.156  7.35087765e-02  5.40354023e-03  0.00000000e+00    2.324168
 -2.155  7.36673956e-02  5.42688517e-03  0.00000000e+00    2.322013
 -2.154  7.38262831e-02  5.45032007e-03  0.00000000e+00    2.319858
 -2.153  7.39854393e-02  5.47384523e-03  0.00000000e+00    2.317705
 -2.152  7.41448645e-02  5.49746093e-03  0.00000000e+00    2.315552
 -2.151  7.43045589e-02  5.52116747e-03  0.00000000e+00    2.313401
 -2.150  7.44645228e-02  5.54496515e-03  0.00000000e+00    2.311250
 -2.149  7.46247564e-02  5.56885427e-03  0.00000000e+00    2.309101
 -2.148  7.47852601e-02  5.59283512e-03  0.00000000e+00    2.306952
 -2.147  7.49460340e-02  5.61690801e-03  0.00000000e+00    2.304805
 -2.146  7.51070784e-02  5.64107323e-03  0.00000000e+00    2.302658
 -2.145  7.52683936e-02  5.66533108e-03  0.00000000e+00    2.300512
 -2.144  7.54299799e-02  5.68968187e-03  0.00000000e+00    2.298368
 -2.143  7.55918375e-02  5.71412589e-03  0.00000000e+00    2.296225
 -2.142  7.57539666e-02  5.73866346e-03  0.00000000e+00    2.294082
 -2.141  7.59163676e-02  5.76329486e-03  0.00000000e+00    2.291940
 -2.140  7.60790406e-02  5.78802042e-03  0.00000000e+00    2.289800
 -2.139  7.62419859e-02  5.81284042e-03  0.00000000e+00    2.287661
 -2.138  7.64052039e-02  5.83775518e-03  0.00000000e+00    2.285522
 -2.137  7.65686947e-02  5.86276500e-03  0.00000000e+00    2.283384
 -2.136  7.67324586e-02  5.88787020e-03  0.00000000e+00    2.281248
 -2.135  7.68964958e-02  5.91307107e-03  0.00000000e+00    2.279113
 -2.134  7.70608067e-02  5.93836793e-03  0.00000000e+00    2.276978
 -2.133  7.72253914e-02  5.96376108e-03  0.00000000e+00    2.274844
 -2.132  7.73902503e-02  5.98925084e-03  0.00000000e+00    2.272712
 -2.131  7.75553835e-02  6.01483752e-03  0.00000000e+00    2.270581
 -2.130  7.77207914e-02  6.04052142e-03  0.00000000e+00    2.268450
 -2.129  7.78864742e-02  6.06630286e-03  0.00000000e+00    2.266320
 -2.128  7.80524321e-02  6.09218216e-03  0.00000000e+00    2.264192
 -2.127  7.82186654e-02  6.11815962e-03  0.00000000e+00    2.262065
 -2.126  7.83851744e-02  6.14423557e-03  0.00000000e+00    2.259938
 -2.125  7.85519593e-02  6.17041031e-03  0.00000000e+00    2.257812
 -2.124  7.87190203e-02  6.19668416e-03  0.00000000e+00    2.255688
 -2.123  7.88863578e-02  6.22305744e-03  0.00000000e+00    2.253565
 -2.122  7.90539719e-02  6.24953047e-03  0.00000000e+00    2.251442
 -2.121  7.92218629e-02  6.27610356e-03  0.00000000e+00    2.249321
 -2.120  7.93900311e-02  6.30277704e-03  0.00000000e+00    2.247200
 -2.119  7.95584767e-02  6.32955122e-03  0.00000000e+00    2.245081
 -2.118  7.97272000e-02  6.35642642e-03  0.00000000e+00    2.242962
 -2.117  7.98962012e-02  6.38340297e-03  0.00000000e+00    2.240845
 -2.116  8.00654806e-02  6.41048119e-03  0.00000000e+00    2.238728
 -2.115  8.02350384e-02  6.43766139e-03  0.00000000e+00    2.236613
 -2.114  8.04048749e-02  6.46494391e-03  0.00000000e+00    2.234498
 -2.113  8.05749903e-02  6.49232906e-03  0.00000000e+00    2.232384
 -2.112  8.07453849e-02  6.51981718e-03  0.00000000e+00    2.230272
 -2.111  8.09160589e-02  6.54740859e-03  0.00000000e+00    2.228161
 -2.110  8.10870126e-02  6.57510361e-03  0.00000000e+00    2.226050
 -2.109  8.12582462e-02  6.60290257e-03  0.00000000e+00    2.223940
 -2.108  8.14297599e-02  6.63080580e-03  0.00000000e+00    2.221832
 -2.107  8.16015541e-02  6.65881364e-03  0.00000000e+00    2.219725
 -2.106  8.17736290e-02  6.68692640e-03  0.00000000e+00    2.217618
 -2.105  8.19459847e-02  6.71514441e-03  0.00000000e+00    2.215512
 -2.104  8.21186217e-02  6.74346802e-03  0.00000000e+00    2.213408
 -2.103  8.22915400e-02  6.77189755e-03  0.00000000e+00    2.211305
 -2.102  8.24647400e-02  6.80043334e-03  0.00000000e+00    2.209202
 -2.101  8.26382218e-02  6.82907571e-03  0.00000000e+00    2.207101
 -2.100  8.28119858e-02  6.85782500e-03  0.00000000e+00    2.205000
 -2.099  8.29860323e-02  6.88668155e-03  0.00000000e+00    2.202901
 -2.098  8.31603613e-02  6.91564569e-03  0.00000000e+00    2.200802
 -2.097  8.33349732e-02  6.94471776e-03  0.00000000e+00    2.198704
 -2.096  8.35098682e-02  6.97389810e-03  0.00000000e+00    2.196608
 -2.095  8.36850467e-02  7.00318703e-03  0.00000000e+00    2.194513
 -2.094  8.38605087e-02  7.03258492e-03  0.00000000e+00    2.192418
 -2.093  8.40362545e-02  7.06209208e-03  0.00000000e+00    2.190325
 -2.092  8.42122845e-02  7.09170886e-03  0.00000000e+00    2.188232
 -2.091  8.43885988e-02  7.12143561e-03  0.00000000e+00    2.186141
 -2.090  8.45651977e-02  7.15127267e-03  0.00000000e+00    2.184050
 -2.089  8.47420814e-02  7.18122037e-03  0.00000000e+00    2.181960
 -2.088  8.49192502e-02  7.21127906e-03  0.00000000e+00    2.179872
 -2.087  8.50967043e-02  7.24144908e-03  0.00000000e+00    2.177785
 -2.086  8.52744439e-02  7.27173079e-03  0.00000000e+00    2.175698
 -2.085  8.54524694e-02  7.30212452e-03  0.00000000e+00    2.173612
 -2.084  8.56307808e-02  7.33263062e-03  0.00000000e+00    2.171528
 -2.083  8.58093785e-02  7.36324945e-03  0.00000000e+00    2.169445
 -2.082  8.59882628e-02  7.39398133e-03  0.00000000e+00    2.167362
 -2.081  8.61674337e-02  7.42482664e-03  0.00000000e+00    2.165280
 -2.080  8.63468917e-02  7.45578571e-03  0.00000000e+00    2.163200
 -2.079  8.65266369e-02  7.48685889e-03  0.00000000e+00    2.161121
 -2.078  8.67066695e-02  7.51804654e-03  0.00000000e+00    2.159042
 -2.077  8.68869899e-02  7.54934901e-03  0.00000000e+00    2.156964
 -2.076  8.70675982e-02  7.58076665e-03  0.00000000e+00    2.154888
 -2.075  8.72484946e-02  7.61229982e-03  0.00000000e+00    2.152813
 -2.074  8.74296795e-02  7.64394886e-03  0.00000000e+00    2.150738
 -2.073  8.76111530e-02  7.67571413e-03  0.00000000e+00    2.148664
 -2.072  8.77929154e-02  7.70759600e-03  0.00000000e+00    2.146592
 -2.071  8.79749669e-02  7.73959481e-03  0.00000000e+00    2.144521
 -2.070  8.81573078e-02  7.77171092e-03  0.00000000e+00    2.142450
 -2.069  8.83399383e-02  7.80394470e-03  0.00000000e+00    2.140381
 -2.068  8.85228586e-02  7.83629649e-03  0.00000000e+00    2.138312
 -2.067  8.87060689e-02  7.86876666e-03  0.00000000e+00    2.136245
 -2.066  8.88895695e-02  7.90135557e-03  0.00000000e+00    2.134178
 -2.065  8.90733607e-02  7.93406358e-03  0.00000000e+00    2.132112
 -2.064  8.92574426e-02  7.96689106e-03  0.00000000e+00    2.130048
 -2.063  8.94418155e-02  7.99983836e-03  0.00000000e+00    2.127985
 -2.062  8.96264796e-02  8.03290584e-03  0.00000000e+00    2.125922
 -2.061  8.98114352e-02  8.06609389e-03  0.00000000e+00    2.123860
 -2.060  8.99966824e-02  8.09940284e-03  0.00000000e+00    2.121800
 -2.059  9.01822216e-02  8.13283309e-03  0.00000000e+00    2.119741
 -2.058  9.03680529e-02  8.16638498e-03  0.00000000e+00    2.117682
 -2.057  9.05541765e-02  8.20005889e-03  0.00000000e+00    2.115625
 -2.056  9.07405928e-02  8.23385519e-03  0.00000000e+00    2.113568
 -2.055  9.09273019e-02  8.26777424e-03  0.00000000e+00    2.111513
 -2.054  9.11143041e-02  8.30181641e-03  0.00000000e+00    2.109458
 -2.053  9.13015996e-02  8.33598209e-03  0.00000000e+00    2.107404
 -2.052  9.14891886e-02  8.37027162e-03  0.00000000e+00    2.105352
 -2.051  9.16770713e-02  8.40468540e-03  0.00000000e+00    2.103301
 -2.050  9.18652480e-02  8.43922379e-03  0.00000000e+00    2.101250
 -2.049  9.20537189e-02  8.47388716e-03  0.00000000e+00    2.099200
 -2.048  9.22424842e-02  8.50867589e-03  0.00000000e+00    2.097152
 -2.047  9.24315442e-02  8.54359036e-03  0.00000000e+00    2.095105
 -2.046  9.26208990e-02  8.57863093e-03  0.00000000e+00    2.093058
 -2.045  9.28105490e-02  8.61379800e-03  0.00000000e+00    2.091012
 -2.044  9.30004942e-02  8.64909193e-03  0.00000000e+00    2.088968
 -2.043  9.31907351e-02  8.68451310e-03  0.00000000e+00    2.086925
 -2.042  9.33812717e-02  8.72006190e-03  0.00000000e+00    2.084882
 -2.041  9.35721042e-02  8.75573869e-03  0.00000000e+00    2.082840
 -2.040  9.37632331e-02  8.79154387e-03  0.00000000e+00    2.080800
 -2.039  9.39546583e-02  8.82747782e-03  0.00000000e+00    2.078761
 -2.038  9.41463802e-02  8.86354091e-03  0.00000000e+00    2.076722
 -2.037  9.43383990e-02  8.89973353e-03  0.00000000e+00    2.074685
 -2.036  9.45307149e-02  8.93605607e-03  0.00000000e+00    2.072648
 -2.035  9.47233282e-02  8.97250890e-03  0.00000000e+00    2.070613
 -2.034  9.49162390e-02  9.00909242e-03  0.00000000e+00    2.068578
 -2.033  9.51094475e-02  9.04580701e-03  0.00000000e+00    2.066545
 -2.032  9.53029540e-02  9.08265305e-03  0.00000000e+00    2.064512
 -2.031  9.54967588e-02  9.11963094e-03  0.00000000e+00    2.062481
 -2.030  9.56908620e-02  9.15674106e-03  0.00000000e+00    2.060450
 -2.029  9.58852638e-02  9.19398381e-03  0.00000000e+00    2.058420
 -2.028  9.60799644e-02  9.23135956e-03  0.00000000e+00    2.056392
 -2.027  9.62749642e-02  9.26886873e-03  0.00000000e+00    2.054365
 -2.026  9.64702632e-02  9.30651168e-03  0.00000000e+00    2.052338
 -2.025  9.66658617e-02  9.34428883e-03  0.00000000e+00    2.050312
 -2.024  9.68617600e-02  9.38220055e-03  0.00000000e+00    2.048288
 -2.023  9.70579582e-02  9.42024725e-03  0.00000000e+00    2.046265
 -2.022  9.72544566e-02  9.45842933e-03  0.00000000e+00    2.044242
 -2.021  9.74512553e-02  9.49674716e-03  0.00000000e+00    2.042220
 -2.020  9.76483546e-02  9.53520116e-03  0.00000000e+00    2.040200
 -2.019  9.78457547e-02  9.57379172e-03  0.00000000e+00    2.038181
 -2.018  9.80434559e-02  9.61251924e-03  0.00000000e+00    2.036162
 -2.017  9.82414582e-02  9.65138411e-03  0.00000000e+00    2.034145
 -2.016  9.84397620e-02  9.69038674e-03  0.00000000e+00    2.032128
 -2.015  9.86383674e-02  9.72952752e-03  0.00000000e+00    2.030113
 -2.014  9.88372747e-02  9.76880686e-03  0.00000000e+00    2.028098
 -2.013  9.90364840e-02  9.80822516e-03  0.00000000e+00    2.026084
 -2.012  9.92359956e-02  9.84778283e-03  0.00000000e+00    2.024072
 -2.011  9.94358097e-02  9.88748025e-03  0.00000000e+00    2.022061
 -2.010  9.96359265e-02  9.92731785e-03  0.00000000e+00    2.020050
 -2.009  9.98363462e-02  9.96729602e-03  0.00000000e+00    2.018040
 -2.008  1.00037069e-01  1.00074152e-02  0.00000000e+00    2.016032
 -2.007  1.00238095e-01  1.00476757e-02  0.00000000e+00    2.014025
 -2.006  1.00439425e-01  1.00880781e-02  0.00000000e+00    2.012018
 -2.005  1.00641058e-01  1.01286226e-02  0.00000000e+00    2.010012
 -2.004  1.00842996e-01  1.01693097e-02  0.00000000e+00    2.008008
 -2.003  1.01045237e-01  1.02101399e-02  0.00000000e+00    2.006005
 -2.002  1.01247783e-01  1.02511135e-02  0.00000000e+00    2.004002
 -2.001  1.01450633e-01  1.02922310e-02  0.00000000e+00    2.002000
 -2.000  1.01653788e-01  1.03334927e-02  0.00000000e+00    2.000000
 -1.999  1.01857248e-01  1.03748991e-02  0.00000000e+00    1.998001
 -1.998  1.02061014e-01  1.04164505e-02  0.00000000e+00    1.996002
 -1.997  1.02265084e-01  1.04581475e-02  0.00000000e+00    1.994005
 -1.996  1.02469460e-01  1.04999903e-02  0.00000000e+00    1.992008
 -1.995  1.02674142e-01  1.05419795e-02  0.00000000e+00    1.990013
 -1.994  1.02879130e-01  1.05841155e-02  0.00000000e+00    1.988018
 -1.993  1.03084424e-01  1.06263986e-02  0.00000000e+00    1.986025
 -1.992  1.03290025e-01  1.06688293e-02  0.00000000e+00    1.984032
 -1.991  1.03495932e-01  1.07114079e-02  0.00000000e+00    1.982041
 -1.990  1.03702146e-01  1.07541350e-02  0.00000000e+00    1.980050
